Fetched 0/1156 | 0.0% of days | 0.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.7% of MAX_TWEETS
Rate limit exceeded. Sleeping for 267 seconds.
Fetched 3/4 | 75.0% of days | 37.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 37.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 38.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 39.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 40.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 41.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 42.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 43.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 43.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 43.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 43.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 43.0% of MAX_TWEETS
Rate limit exceeded. Sleeping for 264 seconds.
Fetched 3/4 | 75.0% of days | 43.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 43.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 43.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 43.1% of MAX_TWEETS
